time,P,T,RH,LAT,LON,WD,WS,IF,U,V,q,rad
2019/07/14 13:01:26.482000,1004.9135150000001,34.24,62.0,0.0,0.0,180.0,0.0,0.0,-0.0,0.0,20.05294670779296,0.0
2019/07/14 13:01:27.488000,1004.919218,34.25,61.8,121.44225,24.99757,180.0,0.08611111111111111,0.0,-1.054556965932443e-17,0.08611111111111111,19.99928230664159,324.51075853937624
2019/07/14 13:01:28.479000,1004.934218,34.26,61.9,121.44226,24.99757,180.0,0.016666666666666666,0.0,-2.041077998578922e-18,0.016666666666666666,20.042503904987377,324.5106863333419
2019/07/14 13:01:29.480000,1004.917343,34.27,61.9,121.44225,24.99756,180.0,0.04722222222222222,0.0,-5.7830543293069456e-18,0.04722222222222222,20.054005444325167,324.5108693493745
2019/07/14 13:01:30.481000,1004.918906,34.27,62.3,121.44225,24.99755,180.0,0.0972222222222222,0.0,-1.1906288325043709e-17,0.0972222222222222,20.183563747707485,324.5109801593756
2019/07/14 13:01:31.480000,1004.918281,34.28,62.6,121.44225,24.99754,180.0,0.04722222222222222,0.0,-5.7830543293069456e-18,0.04722222222222222,20.29206526296523,324.5110909693798
2019/07/14 13:01:32.480000,1004.898593,34.29,63.0,121.44226,24.99754,180.0,0.04166666666666666,0.0,-5.102694996447304e-18,0.04166666666666666,20.433501905181785,324.51101876344035
2019/07/14 13:01:33.480000,1004.904062,34.31,63.4,121.44226,24.99754,180.0,0.04166666666666666,0.0,-5.102694996447304e-18,0.04166666666666666,20.586037285254832,324.51101876344035
2019/07/14 13:01:34.479000,1004.908046,34.31,63.7,121.44226,24.99754,180.0,0.03611111111111112,0.0,-4.4223356635876655e-18,0.03611111111111112,20.683365555927345,324.51101876344035
2019/07/14 13:01:35.481000,1004.924921,34.34,64.1,121.44226,24.99754,180.0,0.12777777777777774,0.0,-1.564826465577173e-17,0.12777777777777774,20.84768350955645,324.51101876344035
2019/07/14 13:01:36.480000,1004.930859,34.33,64.2,121.44226,24.99754,180.0,0.030555555555555555,0.0,-3.741976330728023e-18,0.030555555555555555,20.868464216801137,324.51101876344035
2019/07/14 13:01:37.484000,1004.914453,34.34,64.2,121.44226,24.99754,180.0,0.04722222222222222,0.0,-5.7830543293069456e-18,0.04722222222222222,20.88042470186924,324.51101876344035
2019/07/14 13:01:38.481000,1004.937812,34.36,64.1,121.44226,24.99754,180.0,0.11666666666666665,0.0,-1.428754599005245e-17,0.11666666666666665,20.870636043145335,324.51101876344035
2019/07/14 13:01:39.480000,1004.939531,34.38,64.2,121.44226,24.99754,180.0,0.05833333333333333,0.0,-7.143772995026226e-18,0.05833333333333333,20.926438800023078,324.51101876344035
2019/07/14 13:01:40.481000,1004.920781,34.38,64.5,121.44226,24.99754,180.0,0.03611111111111112,0.0,-4.4223356635876655e-18,0.03611111111111112,21.02461817116086,324.51101876344035
2019/07/14 13:01:41.480000,1004.928203,34.39,65.6,121.44226,24.99754,180.0,0.0,0.0,-0.0,0.0,21.39492185807766,324.51101876344035
2019/07/14 13:01:42.480000,1004.931015,34.4,65.7,121.44226,24.99755,180.0,0.02777777777777778,0.0,-3.4017966642982036e-18,0.02777777777777778,21.43940231413001,324.5109079534045
2019/07/14 13:01:43.483000,1004.95375,34.42,65.8,121.44226,24.99755,180.0,0.03333333333333333,0.0,-4.082155997157844e-18,0.03333333333333333,21.495454612844842,324.5109079534045
2019/07/14 13:01:44.480000,1004.909062,34.43,65.8,121.44226,24.99755,180.0,0.052777777777777785,0.0,-6.463413662166587e-18,0.052777777777777785,21.508372746956297,324.5109079534045
2019/07/14 13:01:45.480000,1004.924453,34.44,65.4,121.44226,24.99755,180.0,0.03611111111111112,0.0,-4.4223356635876655e-18,0.03611111111111112,21.389190529325607,324.5109079534045
2019/07/14 13:01:46.481000,1004.941562,34.46,65.3,121.44226,24.99755,180.0,0.03333333333333333,0.0,-4.082155997157844e-18,0.03333333333333333,21.3798928412371,324.5109079534045
2019/07/14 13:01:47.480000,1004.96625,34.46,65.3,121.44227,24.99755,180.0,0.08333333333333333,0.0,-1.020538999289461e-17,0.08333333333333333,21.379367622808658,324.51083574742347
2019/07/14 13:01:48.480000,1004.981171,34.47,65.1,121.44227,24.99755,180.0,0.03333333333333333,0.0,-4.082155997157844e-18,0.03333333333333333,21.3254281291098,324.51083574742347
2019/07/14 13:01:49.480000,1004.951562,34.48,64.8,121.44227,24.99755,180.0,0.11666666666666665,0.0,-1.428754599005245e-17,0.11666666666666665,21.239588595206108,324.51083574742347
2019/07/14 13:01:50.480000,1004.850859,34.49,64.9,121.44227,24.99755,180.0,0.04722222222222222,0.0,-5.7830543293069456e-18,0.04722222222222222,21.28633171760087,324.51083574742347
2019/07/14 13:01:51.479000,1004.8778900000001,34.52,64.9,121.44227,24.99756,180.0,0.008333333333333333,0.0,-1.020538999289461e-18,0.008333333333333333,21.321295440217234,324.5107249373591
2019/07/14 13:01:52.480000,1004.875156,34.53,64.8,121.44227,24.99756,180.0,0.01388888888888889,0.0,-1.7008983321491018e-18,0.01388888888888889,21.300339664557537,324.5107249373591
2019/07/14 13:01:53.480000,1004.883437,34.55,64.8,121.44227,24.99756,180.0,0.05833333333333333,0.0,-7.143772995026226e-18,0.05833333333333333,21.323859060460464,324.5107249373591
2019/07/14 13:01:54.480000,1004.911562,34.54,64.8,121.44227,24.99756,180.0,0.022222222222222227,0.0,-2.721437331438563e-18,0.022222222222222227,21.311412218418365,324.5107249373591
2019/07/14 13:01:55.482000,1004.890312,34.56,64.8,121.44227,24.99756,180.0,0.05,0.0,-6.123233995736766e-18,0.05,21.335569281084982,324.5107249373591
2019/07/14 13:01:56.480000,1004.930156,34.57,64.8,121.44227,24.99756,180.0,0.052777777777777785,0.0,-6.463413662166587e-18,0.052777777777777785,21.3465848164535,324.5107249373591
2019/07/14 13:01:57.479000,1004.939218,34.61,64.7,121.44227,24.99756,180.0,0.016666666666666666,0.0,-2.041077998578922e-18,0.016666666666666666,21.360880716761624,324.5107249373591
2019/07/14 13:01:58.480000,1004.922734,34.6,64.3,121.44227,24.99756,180.0,0.04722222222222222,0.0,-5.7830543293069456e-18,0.04722222222222222,21.217374702157926,324.5107249373591
2019/07/14 13:01:59.480000,1004.901953,34.61,63.7,121.44227,24.99757,180.0,0.075,0.0,-9.184850993605149e-18,0.075,21.031507888001048,324.5106141272975
2019/07/14 13:02:00.480000,1004.87,34.62,63.2,121.44227,24.99757,180.0,0.011111111111111113,0.0,-1.3607186657192816e-18,0.011111111111111113,20.878686620443915,324.5106141272975
2019/07/14 13:02:01.484000,1004.917031,34.62,62.9,121.44227,24.99757,180.0,0.04444444444444445,0.0,-5.442874662877126e-18,0.04444444444444445,20.77860642823841,324.5106141272975
2019/07/14 13:02:02.480000,1004.953125,34.63,62.6,121.44227,24.99757,180.0,0.005555555555555557,0.0,-6.803593328596408e-19,0.005555555555555557,20.690252930275122,324.5106141272975
2019/07/14 13:02:03.479000,1004.9084369999999,34.66,62.5,121.44227,24.99757,180.0,0.011111111111111113,0.0,-1.3607186657192816e-18,0.011111111111111113,20.692577119410483,324.5106141272975
2019/07/14 13:02:04.480000,1004.9390619999999,34.63,62.6,121.44227,24.99757,180.0,0.02777777777777778,0.0,-3.4017966642982036e-18,0.02777777777777778,20.690542467260958,324.5106141272975
2019/07/14 13:02:05.479000,1004.883359,34.67,62.6,121.44227,24.99757,180.0,0.0,0.0,-0.0,0.0,20.73771812787984,324.5106141272975
2019/07/14 13:02:06.480000,1004.917812,34.67,62.4,121.44227,24.99757,180.0,0.05555555555555556,0.0,-6.803593328596407e-18,0.05555555555555556,20.670754728741453,324.5106141272975
2019/07/14 13:02:07.480000,1004.909062,34.69,62.6,121.44227,24.99757,180.0,0.03888888888888889,0.0,-4.762515330017485e-18,0.03888888888888889,20.760235375544767,324.5106141272975
2019/07/14 13:02:08.480000,1004.92,34.68,62.6,121.44227,24.99757,180.0,0.008333333333333333,0.0,-1.020538999289461e-18,0.008333333333333333,20.748482878791684,324.5106141272975
2019/07/14 13:02:09.479000,1004.9211710000001,34.68,62.6,121.44227,24.99757,180.0,0.05833333333333333,0.0,-7.143772995026226e-18,0.05833333333333333,20.748458701299803,324.5106141272975
2019/07/14 13:02:10.479000,1004.9225,34.7,62.7,121.44227,24.99757,180.0,0.03611111111111112,0.0,-4.4223356635876655e-18,0.03611111111111112,20.804671218135432,324.5106141272975
2019/07/14 13:02:11.480000,1004.901015,34.7,62.7,121.44227,24.99757,180.0,0.016666666666666666,0.0,-2.041077998578922e-18,0.016666666666666666,20.805116026484164,324.5106141272975
2019/07/14 13:02:12.480000,1004.90625,34.7,62.7,121.44227,24.99757,180.0,0.022222222222222227,0.0,-2.721437331438563e-18,0.022222222222222227,20.805007643456,324.5106141272975
2019/07/14 13:02:13.481000,1004.876875,34.71,62.8,121.44227,24.99757,180.0,0.052777777777777785,0.0,-6.463413662166587e-18,0.052777777777777785,20.850373827050344,324.5106141272975
2019/07/14 13:02:14.479000,1004.90125,34.73,62.9,121.44227,24.99757,180.0,0.03888888888888889,0.0,-4.762515330017485e-18,0.03888888888888889,20.90627227063711,324.5106141272975
2019/07/14 13:02:15.480000,1004.8635929999999,34.72,63.1,121.44227,24.99757,180.0,0.07222222222222223,0.0,-8.84467132717533e-18,0.07222222222222223,20.961890790158893,324.5106141272975
2019/07/14 13:02:16.480000,1004.874609,34.75,63.3,121.44227,24.99757,180.0,0.09166666666666667,0.0,-1.1225928992184072e-17,0.09166666666666667,21.063154177582057,324.5106141272975
2019/07/14 13:02:17.479000,1004.868437,34.74,63.7,121.44227,24.99757,180.0,0.04722222222222222,0.0,-5.7830543293069456e-18,0.04722222222222222,21.18462063168106,324.5106141272975
2019/07/14 13:02:18.480000,1004.91,34.75,64.9,121.44227,24.99757,180.0,0.022222222222222227,0.0,-2.721437331438563e-18,0.022222222222222227,21.594795624902606,324.5106141272975
2019/07/14 13:02:19.481000,1004.892031,34.76,64.7,121.44227,24.99757,180.0,0.019444444444444445,0.0,-2.3812576650087424e-18,0.019444444444444445,21.540587171946466,324.5106141272975
2019/07/14 13:02:20.480000,1004.898437,34.76,65.3,121.44227,24.99757,180.0,0.04444444444444445,0.0,-5.442874662877126e-18,0.04444444444444445,21.74020673213932,324.5106141272975
2019/07/14 13:02:21.479000,1004.8948429999999,34.8,64.6,121.44227,24.99757,180.0,0.016666666666666666,0.0,-2.041077998578922e-18,0.016666666666666666,21.555036448604834,324.5106141272975
2019/07/14 13:02:22.482000,1004.867656,34.81,64.2,121.44227,24.99757,180.0,0.05555555555555556,0.0,-6.803593328596407e-18,0.05555555555555556,21.434039800814976,324.5106141272975
2019/07/14 13:02:23.480000,1004.884062,34.84,64.1,121.44227,24.99757,180.0,0.005555555555555557,0.0,-6.803593328596408e-19,0.005555555555555557,21.435957336793724,324.5106141272975
2019/07/14 13:02:24.480000,1004.91625,34.85,63.8,121.44227,24.99757,180.0,0.05833333333333333,0.0,-7.143772995026226e-18,0.05833333333333333,21.346789673875044,324.5106141272975
2019/07/14 13:02:25.480000,1004.87625,34.88,64.5,121.44227,24.99757,180.0,0.06388888888888887,0.0,-7.824132327885866e-18,0.06388888888888887,21.617807565825963,324.5106141272975
2019/07/14 13:02:26.479000,1004.897031,34.89,64.0,121.44227,24.99757,180.0,0.04444444444444445,0.0,-5.442874662877126e-18,0.04444444444444445,21.46168473551223,324.5106141272975
2019/07/14 13:02:27.480000,1004.930937,34.9,64.2,121.44227,24.99757,180.0,0.08055555555555555,0.0,-9.865210326464789e-18,0.08055555555555555,21.539969420525022,324.5106141272975
2019/07/14 13:02:28.480000,1004.888984,34.92,63.9,121.44227,24.99757,180.0,0.02777777777777778,0.0,-3.4017966642982036e-18,0.02777777777777778,21.46400385399218,324.5106141272975
2019/07/14 13:02:29.479000,1004.909453,34.92,63.9,121.44227,24.99757,180.0,0.022222222222222227,0.0,-2.721437331438563e-18,0.022222222222222227,21.46356665371152,324.5106141272975
2019/07/14 13:02:30.480000,1004.928593,34.97,63.7,121.44227,24.99757,180.0,0.05555555555555556,0.0,-6.803593328596407e-18,0.05555555555555556,21.455377283662425,324.5106141272975
2019/07/14 13:02:31.482000,1004.8978119999999,34.96,63.8,121.44227,24.99757,180.0,0.075,0.0,-9.184850993605149e-18,0.075,21.477807408315375,324.5106141272975
2019/07/14 13:02:32.481000,1004.8921869999999,34.97,64.3,121.44227,24.99756,180.0,0.1,0.0,-1.2246467991473533e-17,0.1,21.65825337272607,324.5107249373591
2019/07/14 13:02:33.480000,1004.903906,34.99,64.6,121.44227,24.99756,180.0,0.03888888888888889,0.0,-4.762515330017485e-18,0.03888888888888889,21.7831852992384,324.5107249373591
2019/07/14 13:02:34.479000,1004.905625,35.0,64.8,121.44227,24.99756,180.0,0.10277777777777776,0.0,-1.258664765790335e-17,0.10277777777777776,21.862702497710135,324.5107249373591
2019/07/14 13:02:35.480000,1004.8742179999999,35.01,64.3,121.44227,24.99756,180.0,0.01388888888888889,0.0,-1.7008983321491018e-18,0.01388888888888889,21.70671400316719,324.5107249373591
2019/07/14 13:02:36.480000,1004.883046,35.02,63.7,121.44227,24.99756,180.0,0.03333333333333333,0.0,-4.082155997157844e-18,0.03333333333333333,21.515894757864665,324.5107249373591
2019/07/14 13:02:37.480000,1004.8816400000001,35.04,63.6,121.44227,24.99756,180.0,0.03611111111111112,0.0,-4.4223356635876655e-18,0.03611111111111112,21.505969296694122,324.5107249373591
2019/07/14 13:02:38.480000,1004.8748429999999,35.04,63.9,121.44227,24.99756,180.0,0.06388888888888887,0.0,-7.824132327885866e-18,0.06388888888888887,21.607558701203246,324.5107249373591
2019/07/14 13:02:39.480000,1004.886484,35.04,63.7,121.44227,24.99756,180.0,0.022222222222222227,0.0,-2.721437331438563e-18,0.022222222222222227,21.539679882485174,324.5107249373591
2019/07/14 13:02:40.479000,1004.8765619999999,35.05,63.4,121.44227,24.99756,180.0,0.05,0.0,-6.123233995736766e-18,0.05,21.450330817081287,324.5107249373591
2019/07/14 13:02:41.479000,1004.8575,35.06,64.0,121.44227,24.99756,180.0,0.008333333333333333,0.0,-1.020538999289461e-18,0.008333333333333333,21.665742117451458,324.5107249373591
2019/07/14 13:02:42.480000,1004.887968,35.08,64.3,121.44227,24.99756,180.0,0.04722222222222222,0.0,-5.7830543293069456e-18,0.04722222222222222,21.79077090366845,324.5107249373591
2019/07/14 13:02:43.486000,1004.897031,35.11,64.3,121.44227,24.99756,180.0,0.07777777777777778,0.0,-9.52503066003497e-18,0.07777777777777778,21.826814233668753,324.5107249373591
2019/07/14 13:02:44.479000,1004.8928119999999,35.11,63.6,121.44227,24.99756,180.0,0.04166666666666666,0.0,-5.102694996447304e-18,0.04166666666666666,21.58928792377919,324.5107249373591
2019/07/14 13:02:45.480000,1004.892578,35.11,62.8,121.44227,24.99756,180.0,0.030555555555555555,0.0,-3.741976330728023e-18,0.030555555555555555,21.31772951772925,324.5107249373591
2019/07/14 13:02:46.480000,1004.909375,35.13,63.0,121.44227,24.99756,180.0,0.06944444444444445,0.0,-8.504491660745509e-18,0.06944444444444445,21.408963025883068,324.5107249373591
2019/07/14 13:02:47.480000,1004.905937,35.14,63.1,121.44227,24.99756,180.0,0.025,0.0,-3.061616997868383e-18,0.025,21.454896479789856,324.5107249373591
2019/07/14 13:02:48.479000,1004.96875,35.14,63.1,121.44227,24.99756,180.0,0.04444444444444445,0.0,-5.442874662877126e-18,0.04444444444444445,21.453555496388542,324.5107249373591
2019/07/14 13:02:49.486000,1004.9360929999999,35.16,63.1,121.44227,24.99756,180.0,0.030555555555555555,0.0,-3.741976330728023e-18,0.030555555555555555,21.478024600955862,324.5107249373591
2019/07/14 13:02:50.479000,1004.971953,35.17,62.7,121.44227,24.99756,180.0,0.022222222222222227,0.0,-2.721437331438563e-18,0.022222222222222227,21.352929634853837,324.5107249373591
2019/07/14 13:02:51.480000,1005.006406,35.19,61.9,121.44227,24.99756,180.0,0.016666666666666666,0.0,-2.041077998578922e-18,0.016666666666666666,21.103113735987392,324.5107249373591
2019/07/14 13:02:52.481000,1004.961562,35.21,61.7,121.44227,24.99756,180.0,0.03888888888888889,0.0,-4.762515330017485e-18,0.03888888888888889,21.05916862564614,324.5107249373591
2019/07/14 13:02:53.480000,1004.940312,35.21,61.8,121.44227,24.99756,180.0,0.05833333333333333,0.0,-7.143772995026226e-18,0.05833333333333333,21.093746208440255,324.5107249373591
2019/07/14 13:02:54.480000,1004.945937,35.23,61.7,121.44227,24.99756,180.0,0.1,0.0,-1.2246467991473533e-17,0.1,21.082819992430366,324.5107249373591
2019/07/14 13:02:55.482000,1004.974453,35.23,61.3,121.44227,24.99756,180.0,0.03611111111111112,0.0,-4.4223356635876655e-18,0.03611111111111112,20.945546102681558,324.5107249373591
