time,P,T,T_new,RH,RH_new,LAT,LON,WD,WS,IF,U,V,q,q_new,rad
2019/07/14 13:01:26.482000,1004.913515,34.24,34.132403198614576,62.0,61.12399720703687,0.0,0.0,180.0,0.0,0.0,-0.0,0.0,20.052946707792962,19.65144992549194,0.0
2019/07/14 13:01:27.488000,1004.919218,34.25,33.4640782746509,61.8,63.28726629559256,121.44225,24.99757,180.0,0.08611111111111111,0.0,-1.0545569659324429e-17,0.08611111111111111,19.99928230664159,19.601236988682885,324.51075853937624
2019/07/14 13:01:28.479000,1004.934218,34.26,33.47442501772847,61.9,63.38262169832994,121.44226,24.99757,180.0,0.016666666666666666,0.0,-2.0410779985789216e-18,0.016666666666666666,20.042503904987377,19.64185067591,324.5106863333419
2019/07/14 13:01:29.480000,1004.917343,34.27,33.484020762516444,61.9,63.38280568389123,121.44225,24.99756,180.0,0.04722222222222222,0.0,-5.783054329306945e-18,0.04722222222222222,20.054005444325167,19.652790794530762,324.5108693493745
2019/07/14 13:01:30.481000,1004.9189060000001,34.27,33.48623481213728,62.3,63.76536797485216,121.44225,24.99755,180.0,0.0972222222222222,0.0,-1.1906288325043707e-17,0.0972222222222222,20.183563747707485,19.773829616456716,324.5109801593756
2019/07/14 13:01:31.480000,1004.9182810000001,34.28,33.4975857111208,62.6,64.05220099261062,121.44225,24.99754,180.0,0.04722222222222222,0.0,-5.783054329306945e-18,0.04722222222222222,20.29206526296523,19.875413047181834,324.5110909693798
2019/07/14 13:01:32.480000,1004.898593,34.29,33.509368902551,63.0,64.43489347912214,121.44226,24.99754,180.0,0.041666666666666664,0.0,-5.102694996447303e-18,0.041666666666666664,20.433501905181785,20.007744494746902,324.51101876344035
2019/07/14 13:01:33.480000,1004.904062,34.31,33.53101092894947,63.4,64.8170917557547,121.44226,24.99754,180.0,0.041666666666666664,0.0,-5.102694996447303e-18,0.041666666666666664,20.586037285254832,20.15070162202195,324.51101876344035
2019/07/14 13:01:34.479000,1004.9080460000001,34.31,33.53268922361039,63.7,65.10374176117455,121.44226,24.99754,180.0,0.03611111111111112,0.0,-4.4223356635876655e-18,0.03611111111111112,20.68336555592734,20.24163758226647,324.51101876344035
2019/07/14 13:01:35.481000,1004.924921,34.34,33.56410423983123,64.1,65.4856351433374,121.44226,24.99754,180.0,0.12777777777777774,0.0,-1.5648264655771728e-17,0.12777777777777774,20.847683509556447,20.39584959571927,324.51101876344035
2019/07/14 13:01:36.480000,1004.9308589999999,34.33,33.55499084215595,64.2,65.58109114292748,121.44226,24.99754,180.0,0.030555555555555555,0.0,-3.741976330728023e-18,0.030555555555555555,20.868464216801137,20.41504765202574,324.51101876344035
2019/07/14 13:01:37.484000,1004.914453,34.34,33.564589901756975,64.2,65.58134597439282,121.44226,24.99754,180.0,0.04722222222222222,0.0,-5.783054329306945e-18,0.04722222222222222,20.880424701869238,20.42642699716347,324.51101876344035
2019/07/14 13:01:38.481000,1004.9378119999999,34.36,33.58358817569178,64.1,65.48540610912225,121.44226,24.99754,180.0,0.11666666666666665,0.0,-1.4287545990052448e-17,0.11666666666666665,20.870636043145332,20.41775898640373,324.51101876344035
2019/07/14 13:01:39.480000,1004.9395310000001,34.38,33.60355337081463,64.2,65.5809104202962,121.44226,24.99754,180.0,0.05833333333333333,0.0,-7.143772995026226e-18,0.05833333333333333,20.926438800023078,20.47034860024117,324.51101876344035
2019/07/14 13:01:40.481000,1004.920781,34.38,33.60508949196582,64.5,65.8678359419028,121.44226,24.99754,180.0,0.03611111111111112,0.0,-4.4223356635876655e-18,0.03611111111111112,21.02461817116086,20.56205933224815,324.51101876344035
2019/07/14 13:01:41.480000,1004.9282029999999,34.39,33.62089995853896,65.6,66.9182375333202,121.44226,24.99754,180.0,0.0,0.0,-0.0,0.0,21.39492185807766,20.9082900776519,324.51101876344035
2019/07/14 13:01:42.480000,1004.931015,34.4,33.63117056103716,65.7,67.01368880278855,121.44226,24.99755,180.0,0.02777777777777778,0.0,-3.4017966642982036e-18,0.02777777777777778,21.43940231413001,20.950084132538024,324.5109079534045
2019/07/14 13:01:43.483000,1004.95375,34.42,33.65126718567001,65.8,67.10884276252736,121.44226,24.99755,180.0,0.03333333333333333,0.0,-4.082155997157843e-18,0.03333333333333333,21.49545461284484,21.00294546280732,324.5109079534045
2019/07/14 13:01:44.480000,1004.909062,34.43,33.660689375771504,65.8,67.10962879064057,121.44226,24.99755,180.0,0.052777777777777785,0.0,-6.463413662166587e-18,0.052777777777777785,21.508372746956297,21.015193516665622,324.5109079534045
2019/07/14 13:01:45.480000,1004.924453,34.44,33.668282780802734,65.4,66.72747798080457,121.44226,24.99755,180.0,0.03611111111111112,0.0,-4.4223356635876655e-18,0.03611111111111112,21.38919052932561,20.90407663684252,324.5109079534045
2019/07/14 13:01:46.481000,1004.9415619999999,34.46,33.68724196859188,65.3,66.63174653628057,121.44226,24.99755,180.0,0.03333333333333333,0.0,-4.082155997157843e-18,0.03333333333333333,21.3798928412371,20.895866405753846,324.5109079534045
2019/07/14 13:01:47.480000,1004.96625,34.46,33.68739651262266,65.3,66.63133669539877,121.44227,24.99755,180.0,0.08333333333333333,0.0,-1.020538999289461e-17,0.08333333333333333,21.379367622808658,20.895405068731996,324.5108357474235
2019/07/14 13:01:48.480000,1004.9811710000001,34.47,33.69608923143455,65.1,66.44009090246726,121.44227,24.99755,180.0,0.03333333333333333,0.0,-4.082155997157843e-18,0.03333333333333333,21.3254281291098,20.845247988801074,324.5108357474235
2019/07/14 13:01:49.480000,1004.951562,34.48,33.70395234274633,64.8,66.15400856440638,121.44227,24.99755,180.0,0.11666666666666665,0.0,-1.4287545990052448e-17,0.11666666666666665,21.23958859520611,20.76522714236099,324.5108357474235
2019/07/14 13:01:50.480000,1004.850859,34.49,33.71357535370524,64.9,66.25121519739504,121.44227,24.99755,180.0,0.04722222222222222,0.0,-5.783054329306945e-18,0.04722222222222222,21.28633171760087,20.809012760504924,324.5108357474235
2019/07/14 13:01:51.479000,1004.87789,34.52,33.74284960839196,64.9,66.25082076226204,121.44227,24.99756,180.0,0.008333333333333333,0.0,-1.0205389992894608e-18,0.008333333333333333,21.321295440217234,20.842399261927422,324.5107249373591
2019/07/14 13:01:52.480000,1004.8751560000001,34.53,33.75198304318895,64.8,66.15533088075674,121.44227,24.99756,180.0,0.01388888888888889,0.0,-1.7008983321491018e-18,0.01388888888888889,21.300339664557537,20.823039432331846,324.5107249373591
2019/07/14 13:01:53.480000,1004.883437,34.55,33.77143814910845,64.8,66.1552264708314,121.44227,24.99756,180.0,0.05833333333333333,0.0,-7.143772995026226e-18,0.05833333333333333,21.323859060460464,20.845481953261974,324.5107249373591
2019/07/14 13:01:54.480000,1004.9115619999999,34.54,33.76191237759402,64.8,66.15474903006788,121.44227,24.99756,180.0,0.022222222222222227,0.0,-2.721437331438563e-18,0.022222222222222227,21.31141221841836,20.833657171022427,324.5107249373591
2019/07/14 13:01:55.482000,1004.8903119999999,34.56,33.78118280303866,64.8,66.15512996915209,121.44227,24.99756,180.0,0.05,0.0,-6.1232339957367656e-18,0.05,21.335569281084982,20.856660410393285,324.5107249373591
2019/07/14 13:01:56.480000,1004.930156,34.57,33.79113363795075,64.8,66.15449247824318,121.44227,24.99756,180.0,0.052777777777777785,0.0,-6.463413662166587e-18,0.052777777777777785,21.3465848164535,20.867229223158827,324.5107249373591
2019/07/14 13:01:57.479000,1004.939218,34.61,33.82944581988554,64.7,66.05883750641749,121.44227,24.99756,180.0,0.016666666666666666,0.0,-2.0410779985789216e-18,0.016666666666666666,21.360880716761624,20.881505960386328,324.5107249373591
2019/07/14 13:01:58.480000,1004.922734,34.6,33.817436567233905,64.3,65.67673333206216,121.44227,24.99756,180.0,0.04722222222222222,0.0,-5.783054329306945e-18,0.04722222222222222,21.217374702157926,20.747141377966805,324.5107249373591
2019/07/14 13:01:59.480000,1004.9019529999999,34.61,33.823701738516725,63.7,65.10333831156551,121.44227,24.99757,180.0,0.075,0.0,-9.184850993605147e-18,0.075,21.031507888001045,20.57363023866858,324.5106141272975
2019/07/14 13:02:00.480000,1004.87,34.62,33.83044793790162,63.2,64.62554279506622,121.44227,24.99757,180.0,0.011111111111111113,0.0,-1.3607186657192816e-18,0.011111111111111113,20.878686620443915,20.43098540904638,324.5106141272975
2019/07/14 13:02:01.484000,1004.9170310000001,34.62,33.82908867999616,62.9,64.33775615093096,121.44227,24.99757,180.0,0.04444444444444445,0.0,-5.442874662877126e-18,0.04444444444444445,20.77860642823841,20.33750750514299,324.5106141272975
2019/07/14 13:02:02.480000,1004.953125,34.63,33.837362683632634,62.6,64.05005943298534,121.44227,24.99757,180.0,0.005555555555555557,0.0,-6.803593328596408e-19,0.005555555555555557,20.690252930275122,20.255195155617667,324.5106141272975
2019/07/14 13:02:03.479000,1004.908437,34.66,33.86563706554465,62.5,63.95492181440725,121.44227,24.99757,180.0,0.011111111111111113,0.0,-1.3607186657192816e-18,0.011111111111111113,20.692577119410483,20.25796721535678,324.5106141272975
2019/07/14 13:02:04.480000,1004.939062,34.63,33.83727473667797,62.6,64.0502781968961,121.44227,24.99757,180.0,0.02777777777777778,0.0,-3.4017966642982036e-18,0.02777777777777778,20.69054246726096,20.255448303942185,324.5106141272975
2019/07/14 13:02:05.479000,1004.883359,34.67,33.87573301886622,62.6,64.05099791894841,121.44227,24.99757,180.0,0.0,0.0,-0.0,0.0,20.737718127879837,20.300345874026245,324.5106141272975
2019/07/14 13:02:06.480000,1004.9178119999999,34.67,33.87484622740372,62.4,63.85900759679616,121.44227,24.99757,180.0,0.05555555555555556,0.0,-6.803593328596407e-18,0.05555555555555556,20.670754728741453,20.23780047789001,324.5106141272975
2019/07/14 13:02:07.480000,1004.909062,34.69,33.89529707819852,62.6,64.050526697887,121.44227,24.99757,180.0,0.03888888888888889,0.0,-4.762515330017485e-18,0.03888888888888889,20.760235375544767,20.32186109145252,324.5106141272975
2019/07/14 13:02:08.480000,1004.92,34.68,33.885663822910374,62.6,64.05039158007226,121.44227,24.99757,180.0,0.008333333333333333,0.0,-1.0205389992894608e-18,0.008333333333333333,20.748482878791684,20.310671296314744,324.5106141272975
2019/07/14 13:02:09.479000,1004.921171,34.68,33.88567114609063,62.6,64.05037334036876,121.44227,24.99757,180.0,0.05833333333333333,0.0,-7.143772995026226e-18,0.05833333333333333,20.748458701299807,20.310650148839397,324.5106141272975
2019/07/14 13:02:10.479000,1004.9225,34.7,33.90563390223798,62.7,64.14600803404483,121.44227,24.99757,180.0,0.03611111111111112,0.0,-4.4223356635876655e-18,0.03611111111111112,20.804671218135432,20.36363007648938,324.5106141272975
2019/07/14 13:02:11.480000,1004.901015,34.7,33.90549953970361,62.7,64.14634372729212,121.44227,24.99757,180.0,0.016666666666666666,0.0,-2.0410779985789216e-18,0.016666666666666666,20.805116026484164,20.364019291409363,324.5106141272975
2019/07/14 13:02:12.480000,1004.90625,34.7,33.90553227825923,62.7,64.14626193196366,121.44227,24.99757,180.0,0.022222222222222227,0.0,-2.721437331438563e-18,0.022222222222222227,20.805007643455998,20.363924454185224,324.5106141272975
2019/07/14 13:02:13.481000,1004.876875,34.71,33.915601359073925,62.8,64.24241331630775,121.44227,24.99757,180.0,0.052777777777777785,0.0,-6.463413662166587e-18,0.052777777777777785,20.850373827050344,20.406511042541908,324.5106141272975
2019/07/14 13:02:14.479000,1004.90125,34.73,33.93570823991139,62.9,64.33769668909557,121.44227,24.99757,180.0,0.03888888888888889,0.0,-4.762515330017485e-18,0.03888888888888889,20.90627227063711,20.459229024824445,324.5106141272975
2019/07/14 13:02:15.480000,1004.863593,34.72,33.926873335082206,63.1,64.52973875538855,121.44227,24.99757,180.0,0.07222222222222223,0.0,-8.84467132717533e-18,0.07222222222222223,20.961890790158893,20.510950759658023,324.5106141272975
2019/07/14 13:02:16.480000,1004.874609,34.75,33.95714945732784,63.3,64.72092037587538,121.44227,24.99757,180.0,0.09166666666666667,0.0,-1.1225928992184072e-17,0.09166666666666667,21.063154177582053,20.6062803718592,324.5106141272975
2019/07/14 13:02:17.479000,1004.868437,34.74,33.94961370592492,63.7,65.10378317132553,121.44227,24.99757,180.0,0.04722222222222222,0.0,-5.783054329306945e-18,0.04722222222222222,21.18462063168106,20.719591305330276,324.5106141272975
2019/07/14 13:02:18.480000,1004.91,34.75,33.96618880944339,64.9,66.25080430626402,121.44227,24.99757,180.0,0.022222222222222227,0.0,-2.721437331438563e-18,0.022222222222222227,21.59479562490261,21.103273944213893,324.5106141272975
2019/07/14 13:02:19.481000,1004.8920310000001,34.76,33.97467584132228,64.7,66.05989950297624,121.44227,24.99757,180.0,0.019444444444444445,0.0,-2.3812576650087424e-18,0.019444444444444445,21.540587171946463,21.05280734468707,324.5106141272975
2019/07/14 13:02:20.480000,1004.898437,34.76,33.97802266223459,65.3,66.63340915829052,121.44227,24.99757,180.0,0.04444444444444445,0.0,-5.442874662877126e-18,0.04444444444444445,21.74020673213932,21.239411084000746,324.5106141272975
2019/07/14 13:02:21.479000,1004.894843,34.8,34.01294893711139,64.6,65.96431263528837,121.44227,24.99757,180.0,0.016666666666666666,0.0,-2.0410779985789216e-18,0.016666666666666666,21.555036448604838,21.067220341538942,324.5106141272975
2019/07/14 13:02:22.482000,1004.867656,34.81,34.020276068556946,64.2,65.58217197724608,121.44227,24.99757,180.0,0.05555555555555556,0.0,-6.803593328596407e-18,0.05555555555555556,21.434039800814976,20.954304064694327,324.5106141272975
2019/07/14 13:02:23.480000,1004.884062,34.84,34.04893251910639,64.1,65.4862677232846,121.44227,24.99757,180.0,0.005555555555555557,0.0,-6.803593328596408e-19,0.005555555555555557,21.435957336793724,20.95678781775731,324.5106141272975
2019/07/14 13:02:24.480000,1004.91625,34.85,34.057182095465244,63.8,65.19869318373163,121.44227,24.99757,180.0,0.05833333333333333,0.0,-7.143772995026226e-18,0.05833333333333333,21.346789673875044,20.87369127027012,324.5106141272975
2019/07/14 13:02:25.480000,1004.87625,34.88,34.089894807348664,64.5,65.86914345670837,121.44227,24.99757,180.0,0.06388888888888887,0.0,-7.824132327885866e-18,0.06388888888888887,21.617807565825963,21.127681450384763,324.5106141272975
2019/07/14 13:02:26.479000,1004.8970310000001,34.89,34.09697079374252,64.0,65.39042142207191,121.44227,24.99757,180.0,0.04444444444444445,0.0,-5.442874662877126e-18,0.04444444444444445,21.46168473551223,20.981972304734796,324.5106141272975
2019/07/14 13:02:27.480000,1004.930937,34.9,34.10798674674814,64.2,65.58126291418984,121.44227,24.99757,180.0,0.08055555555555555,0.0,-9.865210326464787e-18,0.08055555555555555,21.539969420525022,21.055424815441757,324.5106141272975
2019/07/14 13:02:28.480000,1004.8889839999999,34.92,34.12547432052873,63.9,65.29487702391839,121.44227,24.99757,180.0,0.02777777777777778,0.0,-3.4017966642982036e-18,0.02777777777777778,21.464003853992182,20.98479989979911,324.5106141272975
2019/07/14 13:02:29.479000,1004.909453,34.92,34.12560232921926,63.9,65.29454555922946,121.44227,24.99757,180.0,0.022222222222222227,0.0,-2.721437331438563e-18,0.022222222222222227,21.46356665371152,20.984415664000323,324.5106141272975
2019/07/14 13:02:30.480000,1004.928593,34.97,34.17312806942279,63.7,65.10282971464152,121.44227,24.99757,180.0,0.05555555555555556,0.0,-6.803593328596407e-18,0.05555555555555556,21.455377283662425,20.97789406189479,324.5106141272975
2019/07/14 13:02:31.482000,1004.897812,34.96,34.16378503907823,63.8,65.19904928055568,121.44227,24.99757,180.0,0.075,0.0,-9.184850993605147e-18,0.075,21.47780740831537,20.99860655555667,324.5106141272975
2019/07/14 13:02:32.481000,1004.892187,34.97,34.17620692220389,64.3,65.67771562173174,121.44227,24.99756,180.0,0.1,0.0,-1.2246467991473531e-17,0.1,21.65825337272607,21.167535816873986,324.5107249373591
2019/07/14 13:02:33.480000,1004.903906,34.99,34.197336908218624,64.6,65.96464924289126,121.44227,24.99756,180.0,0.03888888888888889,0.0,-4.762515330017485e-18,0.03888888888888889,21.7831852992384,21.284809361415704,324.5107249373591
2019/07/14 13:02:34.479000,1004.905625,35.0,34.208151570700906,64.8,66.156014436888,121.44227,24.99756,180.0,0.10277777777777776,0.0,-1.2586647657903349e-17,0.10277777777777776,21.86270249771013,21.359386075837406,324.5107249373591
2019/07/14 13:02:35.480000,1004.874218,35.01,34.21490118465149,64.3,65.67809736668195,121.44227,24.99756,180.0,0.01388888888888889,0.0,-1.7008983321491018e-18,0.01388888888888889,21.70671400316719,21.213721908182546,324.5107249373591
2019/07/14 13:02:36.480000,1004.883046,35.02,34.221351293044066,63.7,65.10359854398646,121.44227,24.99756,180.0,0.03333333333333333,0.0,-4.082155997157843e-18,0.03333333333333333,21.515894757864665,21.03553376448074,324.5107249373591
2019/07/14 13:02:37.480000,1004.88164,35.04,34.24019469203525,63.6,65.00788205671279,121.44227,24.99756,180.0,0.03611111111111112,0.0,-4.4223356635876655e-18,0.03611111111111112,21.505969296694122,21.02669486815126,324.5107249373591
2019/07/14 13:02:38.480000,1004.874843,35.04,34.24180556465833,63.9,65.29524100697085,121.44227,24.99756,180.0,0.06388888888888887,0.0,-7.824132327885866e-18,0.06388888888888887,21.607558701203246,21.121678539945854,324.5107249373591
2019/07/14 13:02:39.480000,1004.886484,35.04,34.240776111891,63.7,65.10355923817589,121.44227,24.99756,180.0,0.022222222222222227,0.0,-2.721437331438563e-18,0.022222222222222227,21.53967988248517,21.058221939627984,324.5107249373591
2019/07/14 13:02:40.479000,1004.876562,35.05,34.24876234143476,63.4,64.81643588023253,121.44227,24.99756,180.0,0.05,0.0,-6.1232339957367656e-18,0.05,21.45033081708129,20.974884607779185,324.5107249373591
2019/07/14 13:02:41.479000,1004.8575,35.06,34.261651550163755,64.0,65.39129479366639,121.44227,24.99756,180.0,0.008333333333333333,0.0,-1.0205389992894608e-18,0.008333333333333333,21.665742117451455,21.176508934671368,324.5107249373591
2019/07/14 13:02:42.480000,1004.887968,35.08,34.28289878836173,64.3,65.67804087878373,121.44227,24.99756,180.0,0.04722222222222222,0.0,-5.783054329306945e-18,0.04722222222222222,21.790770903668452,21.293904875965556,324.5107249373591
2019/07/14 13:02:43.486000,1004.8970310000001,35.11,34.31206044390974,64.3,65.67797060800807,121.44227,24.99756,180.0,0.07777777777777778,0.0,-9.52503066003497e-18,0.07777777777777778,21.826814233668753,21.32829207829029,324.5107249373591
2019/07/14 13:02:44.479000,1004.892812,35.11,34.30817617349212,63.6,65.00775392310129,121.44227,24.99756,180.0,0.041666666666666664,0.0,-5.102694996447303e-18,0.041666666666666664,21.589287923779192,21.106169519942426,324.5107249373591
2019/07/14 13:02:45.480000,1004.892578,35.11,34.30376569787158,62.8,64.24136059626014,121.44227,24.99756,180.0,0.030555555555555555,0.0,-3.741976330728023e-18,0.030555555555555555,21.317729517729248,20.85222727229108,324.5107249373591
2019/07/14 13:02:46.480000,1004.909375,35.13,34.32437631406855,63.0,64.43271615975557,121.44227,24.99756,180.0,0.06944444444444445,0.0,-8.504491660745509e-18,0.06944444444444445,21.408963025883068,20.93800148335815,324.5107249373591
